Num_Qubits,Noise_Level_Single,Noise_Level_Two,Eavesdropper_Present,Key_Generation_Rate,Final_Key_Length,Eavesdropper_Detected
4,0,0.05,False,49.5,198,True
4,0,0.05,True,39.0,156,True
4,0,0.05,False,0.0,0,True
4,0,0.05,True,0.0,0,True
4,0,0.05,False,0.0,0,True
4,0,0.05,True,20.5,82,True
4,0,0.05,False,26.5,106,True
4,0,0.05,True,27.5,110,True
4,0,0.05,False,36.75,147,False
4,0,0.05,True,0.0,0,True
4,0,0.05,False,45.0,180,True
4,0,0.05,True,26.25,105,True
4,0,0.05,False,53.0,212,False
4,0,0.05,True,0.0,0,True
4,0,0.05,False,0.0,0,True
4,0,0.05,True,0.0,0,True
4,0,0.05,False,26.0,104,True
4,0,0.05,True,25.25,101,True
4,0,0.05,False,37.0,148,False
4,0,0.05,True,84.75,339,False
4,0,0.05,False,25.25,101,True
4,0,0.05,True,26.25,105,True
4,0,0.05,False,38.5,154,True
4,0,0.05,True,0.0,0,True
4,0,0.05,False,0.0,0,True
4,0,0.05,True,63.0,252,True
4,0,0.05,False,27.0,108,True
4,0,0.05,True,17.25,69,True
4,0,0.05,False,53.0,212,False
4,0,0.05,True,47.0,188,True
4,0,0.05,False,52.5,210,False
4,0,0.05,True,0.0,0,True
4,0,0.05,False,36.75,147,False
4,0,0.05,True,43.0,172,False
4,0,0.05,False,0.0,0,True
4,0,0.05,True,17.75,71,False
4,0,0.05,False,26.0,104,True
4,0,0.05,True,55.0,220,True
4,0,0.05,False,65.25,261,False
4,0,0.05,True,21.0,84,False
4,0,0.05,False,25.75,103,True
4,0,0.05,True,0.0,0,True
4,0,0.05,False,38.5,154,True
4,0,0.05,True,20.75,83,True
4,0,0.05,False,51.0,204,False
4,0,0.05,True,73.0,292,True
4,0,0.05,False,37.0,148,False
4,0,0.05,True,0.0,0,True
4,0,0.05,False,0.0,0,True
4,0,0.05,True,0.0,0,True
4,0,0.05,False,37.75,151,False
4,0,0.05,True,0.0,0,True
4,0,0.05,False,0.0,0,True
4,0,0.05,True,0.0,0,True
4,0,0.05,False,66.75,267,False
4,0,0.05,True,0.0,0,True
4,0,0.05,False,27.5,110,True
4,0,0.05,True,75.5,302,True
4,0,0.05,False,0.0,0,True
4,0,0.05,True,0.0,0,True
4,0,0.05,False,64.5,258,False
4,0,0.05,True,26.5,106,True
4,0,0.1,False,27.25,109,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,26.25,105,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,60.5,242,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,22.75,91,True
4,0,0.1,True,33.0,132,True
4,0,0.1,False,33.5,134,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,35.25,141,True
4,0,0.1,True,34.25,137,False
4,0,0.1,False,0.0,0,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,34.5,138,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,41.75,167,False
4,0,0.1,True,0.0,0,True
4,0,0.1,False,23.0,92,True
4,0,0.1,True,21.75,87,True
4,0,0.1,False,90.0,360,False
4,0,0.1,True,0.0,0,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,89.5,358,False
4,0,0.1,False,0.0,0,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,57.5,230,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,64.5,258,False
4,0,0.1,True,0.0,0,True
4,0,0.1,False,41.75,167,False
4,0,0.1,True,32.5,130,True
4,0,0.1,False,21.0,84,True
4,0,0.1,True,84.75,339,True
4,0,0.1,False,54.0,216,True
4,0,0.1,True,45.0,180,False
4,0,0.1,False,43.0,172,False
4,0,0.1,True,0.0,0,True
4,0,0.1,False,31.75,127,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,46.0,184,True
4,0,0.1,True,22.5,90,True
4,0,0.1,False,57.5,230,True
4,0,0.1,True,26.25,105,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,81.75,327,False
4,0,0.1,False,28.0,112,True
4,0,0.1,True,43.25,173,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,69.0,276,True
4,0,0.1,False,22.5,90,True
4,0,0.1,True,26.5,106,False
4,0,0.1,False,42.0,168,False
4,0,0.1,True,29.0,116,False
4,0,0.1,False,44.5,178,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,65.5,262,False
4,0,0.1,True,35.5,142,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,45.75,183,True
4,0,0.1,False,59.0,236,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,40.75,163,False
4,0,0.1,True,0.0,0,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,82.0,328,False
4,0,0.1,False,33.25,133,True
4,0,0.1,True,65.0,260,False
4,0,0.1,False,43.25,173,False
4,0,0.1,True,0.0,0,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,54.5,218,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,29.25,117,True
4,0,0.1,True,58.5,234,True
4,0,0.1,False,41.75,167,False
4,0,0.1,True,0.0,0,True
4,0,0.1,False,38.75,155,False
4,0,0.1,True,0.0,0,True
4,0,0.1,False,34.25,137,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,44.0,176,True
4,0,0.1,True,129.75,519,False
4,0,0.1,False,0.0,0,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,32.5,130,True
4,0,0.1,True,33.25,133,True
4,0,0.1,False,65.0,260,False
4,0,0.1,True,62.25,249,True
4,0,0.1,False,63.0,252,False
4,0,0.1,True,29.25,117,False
4,0,0.1,False,32.0,128,True
4,0,0.1,True,43.25,173,True
4,0,0.1,False,41.25,165,False
4,0,0.1,True,34.25,137,True
4,0,0.1,False,44.0,176,False
4,0,0.1,True,85.5,342,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,27.75,111,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,27.0,108,False
4,0,0.1,False,0.0,0,True
4,0,0.1,True,64.0,256,True
4,0,0.1,False,62.25,249,True
4,0,0.1,True,187.5,750,False
4,0,0.1,False,28.25,113,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,83.25,333,False
4,0,0.1,False,33.25,133,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,42.75,171,False
4,0,0.1,True,67.5,270,True
4,0,0.1,False,87.0,348,False
4,0,0.1,True,33.5,134,False
4,0,0.1,False,22.25,89,True
4,0,0.1,True,104.25,417,False
4,0,0.1,False,0.0,0,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,44.0,176,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,27.25,109,True
4,0,0.1,False,68.5,274,False
4,0,0.1,True,33.25,133,False
4,0,0.1,False,60.0,240,True
4,0,0.1,True,54.0,216,False
4,0,0.1,False,34.75,139,True
4,0,0.1,True,44.25,177,False
4,0,0.1,False,0.0,0,True
4,0,0.1,True,68.25,273,False
4,0,0.1,False,65.0,260,False
4,0,0.1,True,57.0,228,True
4,0,0.1,False,70.5,282,False
4,0,0.1,True,33.5,134,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,30.75,123,True
4,0,0.1,False,33.25,133,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,88.0,352,True
4,0,0.1,False,35.75,143,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,35.25,141,True
4,0,0.1,True,35.5,142,True
4,0,0.1,False,64.0,256,False
4,0,0.1,True,34.0,136,False
4,0,0.1,False,33.5,134,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,44.0,176,False
4,0,0.1,True,0.0,0,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,125.0,500,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,35.0,140,False
4,0,0.1,False,36.5,146,True
4,0,0.1,True,29.5,118,True
4,0,0.1,False,0.0,0,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,68.5,274,False
4,0,0.1,True,0.0,0,True
4,0,0.1,False,34.5,138,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,28.25,113,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,53.0,212,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,29.0,116,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,28.75,115,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,33.5,134,True
4,0,0.1,True,0.0,0,True
4,0,0.1,False,41.5,166,False
4,0,0.1,True,0.0,0,True
